name,B cells,Monocytes,NK cells,T cells
Monocytes_PB427,0.16906598,0.25417438,0.20123686,0.1800071
B cells_PB428,0.23634143,0.18032882,0.19266044,0.19484049
B cells_PB429,0.20396443,0.1966986,0.20693804,0.19874035
T cells_PB430,0.18766597,0.2310681,0.20933229,0.18444674
Monocytes_PB431,0.19657673,0.20177525,0.21235444,0.19941588
T cells_PB432,0.20965299,0.18923755,0.20727968,0.20592836
NK cells_PB433,0.17206946,0.21357256,0.23493974,0.18467022
T cells_PB434,0.18364373,0.2379816,0.20235987,0.18309844
B cells_PB435,0.19352424,0.2097186,0.21923444,0.18649212
Monocytes_PB436,0.15215194,0.2650123,0.20346676,0.17647894
Monocytes_PB437,0.19963112,0.1904686,0.22992907,0.18893303
NK cells_PB438,0.17319177,0.19762844,0.24118716,0.19860718
Monocytes_PB439,0.16973081,0.26516867,0.20230195,0.1574965
NK cells_PB440,0.20092006,0.21448715,0.20468135,0.18524198
NK cells_PB441,0.2116775,0.20701607,0.20453559,0.18128912
T cells_PB442,0.18168986,0.18792146,0.20567842,0.23176986
Monocytes_PB443,0.17820759,0.23655018,0.20839243,0.18289018
B cells_PB444,0.19816047,0.20067103,0.2073093,0.20625846
NK cells_PB445,0.16118146,0.20786425,0.24634947,0.18594444
B cells_PB446,0.2573833,0.16916145,0.181174,0.1857804
Monocytes_PB447,0.14501067,0.28806284,0.19470468,0.15560876
B cells_PB448,0.21997525,0.20103942,0.18986961,0.19592775
T cells_PB449,0.20170568,0.20460413,0.20370275,0.20205726
T cells_PB450,0.17620616,0.24287826,0.21095137,0.17699963
B cells_PB451,0.23150626,0.19404063,0.19950993,0.17569798
NK cells_PB452,0.19402857,0.19799557,0.23056294,0.1867631
Monocytes_PB453,0.19115758,0.22273763,0.20860164,0.18318146
B cells_PB454,0.2378605,0.18076923,0.19289532,0.18823536
NK cells_PB455,0.18910077,0.22908644,0.20720543,0.18526942
T cells_PB456,0.1663044,0.22725663,0.20983185,0.20412678
B cells_PB457,0.18646362,0.19913116,0.23154142,0.19323565
T cells_PB458,0.20051293,0.20598589,0.20428021,0.20388353
B cells_PB459,0.18123722,0.21767782,0.21708414,0.19646092
T cells_PB460,0.20271966,0.23285614,0.20134681,0.17424154
B cells_PB461,0.2057672,0.22182837,0.20379685,0.1778119
T cells_PB462,0.20522016,0.20145988,0.20278099,0.20242412
B cells_PB463,0.20895389,0.2013529,0.20191446,0.20172305
Monocytes_PB464,0.19071583,0.25041407,0.19528568,0.16778764
T cells_PB465,0.19585639,0.18100086,0.20294772,0.23024084
NK cells_PB466,0.19509327,0.20211774,0.21213968,0.201826
T cells_PB467,0.19403718,0.2199197,0.20741057,0.18810861
NK cells_PB468,0.18174492,0.1872331,0.24312614,0.19392617
Monocytes_PB469,0.19918561,0.23723921,0.19369031,0.1709519
B cells_PB470,0.24593464,0.19627939,0.18791954,0.17003056
T cells_PB471,0.19422168,0.2216726,0.21274939,0.18377772
NK cells_PB472,0.1650897,0.18855199,0.25758243,0.18760465
NK cells_PB473,0.17392665,0.24208476,0.20296443,0.18619801
B cells_PB474,0.24505061,0.15411595,0.20281246,0.20106901
Monocytes_PB475,0.1699396,0.25090894,0.20451723,0.17740135
B cells_PB476,0.24494974,0.17716528,0.194466,0.1878146
Monocytes_PB477,0.2005262,0.19594479,0.21179946,0.19969682
NK cells_PB478,0.17464314,0.21669723,0.21490562,0.2046465
Monocytes_PB479,0.15498792,0.2868987,0.19468783,0.1462644
B cells_PB480,0.19939654,0.20105663,0.20477515,0.20059875
T cells_PB481,0.20691353,0.19650482,0.20499805,0.20321077
NK cells_PB482,0.17409445,0.19802172,0.23880321,0.19547243
NK cells_PB483,0.20051259,0.20373796,0.21140777,0.1976529
B cells_PB484,0.20547765,0.20239994,0.20386378,0.1980406
NK cells_PB485,0.17406818,0.19481085,0.23999034,0.19778892
NK cells_PB486,0.17604694,0.19488181,0.23946615,0.19535846
Monocytes_PB487,0.20444345,0.19765013,0.21239394,0.19939165
NK cells_PB488,0.20202757,0.19997838,0.20576048,0.19631952
B cells_PB489,0.23777044,0.18461771,0.19672681,0.18857336
T cells_PB490,0.18161416,0.19617808,0.20686914,0.22926776
NK cells_PB491,0.19758393,0.1969793,0.20911248,0.2030755
Monocytes_PB492,0.18018463,0.25870714,0.19316632,0.1682334
T cells_PB493,0.19673753,0.200414,0.21444257,0.20028603
T cells_PB494,0.19768226,0.21920478,0.20974763,0.18304291
T cells_PB495,0.16786648,0.2313448,0.21543615,0.1932977
B cells_PB496,0.20395945,0.19880682,0.2098876,0.1986178
NK cells_PB497,0.16787153,0.21923268,0.23680395,0.18510324
Monocytes_PB498,0.20768884,0.21177126,0.21332413,0.17885706
Monocytes_PB499,0.15447508,0.2790984,0.19200592,0.1659319
B cells_PB500,0.24978518,0.18815714,0.1876953,0.17970823
