name,B cells,DC,HSC,Monocytes,NK cells,T cells
T cells_PB26,0.08523674211182941,0.0852599320335211,0.08846930089263219,0.4445981079895377,0.0966970656370796,0.19973885133539995
HSC_PB27,0.11572887014617914,0.06069122879621954,0.4993924508054484,0.13525319422809504,0.0,0.18893425602405794
Monocytes_PB28,0.08143069686666984,0.013649318885921533,0.10766313707781128,0.5785258907544091,0.21128508781945282,0.0074458685957354085
NK cells_PB29,0.029206662664243394,0.019215026323672273,0.1039757855636522,0.3480085338876726,0.49959399156075945,0.0
NK cells_PB30,0.2177946341970566,0.024299157311910142,0.07661662550963728,0.4400694192199974,0.24122016376139865,0.0
T cells_PB31,0.05571749704622224,0.1282154485837008,0.11844841013092368,0.44391284432846895,0.059070139789842525,0.19463566012084194
HSC_PB32,0.41239277023078635,0.04612641329512687,0.3648252726388316,0.17665554383525525,0.0,0.0
DC_PB33,0.16469661079865833,0.3646352321857979,0.062040473893582075,0.18021993644675288,0.16437360584612676,0.06403414082908199
NK cells_PB34,0.048722201659662956,0.12254692349107132,0.09235976488987756,0.06711774332149471,0.6280873305634624,0.04116603607443107
B cells_PB35,0.8626324028907688,0.05490209827388276,0.08246549883534857,0.0,0.0,0.0
HSC_PB36,0.020180349994670728,0.023839953645166716,0.8097449056607176,0.0,0.04043515747427534,0.10579963322516966
T cells_PB37,0.017414222268941133,0.09479367755846596,0.0937799384055201,0.5150411016488338,0.27897106011823913,0.0
DC_PB38,0.216303101276171,0.4051477797043902,0.07420582261181886,0.30083741100504197,0.003505885402577754,0.0
NK cells_PB39,0.3062988518931115,0.003478151829240507,0.10997596305173647,0.03168546824611381,0.5485615649797978,0.0
NK cells_PB40,0.05794826361071102,0.10190014103081092,0.0686262649514899,0.0,0.5130925188352111,0.25843281157177705
HSC_PB41,0.05283036593698138,0.06324211335567062,0.54675467804221,0.24270514409079583,0.03282457106156385,0.06164312751277836
Monocytes_PB42,0.04872148460334484,0.23532427755408125,0.08040412466571276,0.4115448255481352,0.1254549493275861,0.09855033830113982
Monocytes_PB43,0.6497855828766667,0.0,0.09155731904772134,0.0,0.1182716775706405,0.14038542050497144
NK cells_PB44,0.0,0.14616530104571326,0.10049400813936299,0.10386230741635759,0.6494783833985662,0.0
NK cells_PB45,0.057855009942201815,0.0,0.08468423036010875,0.29940572588043995,0.4781906236362352,0.07986441018101433
DC_PB46,0.0,0.6595720242254127,0.03721244516205765,0.29595242774897634,0.00726310286355328,0.0
NK cells_PB47,0.14078886845382702,0.22755554285430182,0.10530715713050921,0.23766952861747054,0.12404905609921531,0.1646298468446761
HSC_PB48,0.05468998496737145,0.07904257750141959,0.6503997320481787,0.021386394076393707,0.07039547407902899,0.12408583732760758
T cells_PB49,0.25287669058768314,0.01243552673747769,0.1198661594979067,0.4890852502557929,0.12573637292113946,0.0
DC_PB50,0.06940988578191874,0.4146560566696414,0.04311367485104211,0.22693019788748095,0.14628643435617858,0.09960375045373827
DC_PB51,0.0,0.8624401961176638,0.012484730727459729,0.06846888410478819,0.05660618905008829,0.0
B cells_PB52,0.9185402009105511,0.0,0.06979099647124927,0.0,0.011668802618199664,0.0
NK cells_PB53,0.21246946512659645,0.0,0.0573954428235771,0.0,0.7301350920498264,0.0
DC_PB54,0.0,0.9075450780072146,0.05749922857227993,0.03495569342050544,0.0,0.0
NK cells_PB55,0.0,0.0016810513337190485,0.11621855588164827,0.4289863204483435,0.4531140723362892,0.0
T cells_PB56,0.18336943085787033,0.15105379219383128,0.11684017809893477,0.16491968551970312,0.03431360270520427,0.3495033106244563
T cells_PB57,0.10355498170764268,0.1587931187246719,0.07362924836171568,0.5521732402321275,0.11184941097384216,0.0
Monocytes_PB58,0.0003540356069768873,0.26214198189902593,0.20355734450132856,0.14971204930736215,0.05779573515976435,0.32643885352554214
DC_PB59,0.13794893313846596,0.3350964420439304,0.08852111731845647,0.41596198917391813,0.022471518325229083,0.0
HSC_PB60,0.01608228195653252,0.07531530824860788,0.4776523766755733,0.01636205585965361,0.0,0.4145879772596328
DC_PB61,0.0013373667947069344,0.6790191429616883,0.021212979270281585,0.21558735218903413,0.04846512644287513,0.034378032341413914
DC_PB62,0.04296897545446208,0.47682523107064384,0.05401295962436335,0.13627278531102544,0.1773805787737914,0.11253946976571381
HSC_PB63,0.16873529719031372,0.0,0.7952158574487744,0.0,0.001383891249060525,0.03466495411185137
DC_PB64,0.24929366469271194,0.4184044128786499,0.055208037573810674,0.27709388485482755,0.0,0.0
Monocytes_PB65,0.17223466636773677,0.07210366987800862,0.12080546944889381,0.3402091126985959,0.06510310648862362,0.22954397511814123
DC_PB66,0.0,0.5092442232349829,0.04427589047181607,0.22839990862385617,0.1453427806233012,0.0727371970460436
DC_PB67,0.05052869962305985,0.23303985042379327,0.04978512931807977,0.4709766099641655,0.17846489243794478,0.017204818232956692
HSC_PB68,0.04974002083858346,0.0,0.7117555891243108,0.07444982518924304,0.07064101455994105,0.09341355028792175
HSC_PB69,0.13159521599157098,0.0,0.3584402188138807,0.43698810794401344,0.07297645725053484,0.0
B cells_PB70,0.8617829453189647,0.0,0.13821705468103523,0.0,0.0,0.0
HSC_PB71,0.09545811112727175,0.0,0.7359605102539885,0.0,0.0,0.1685813786187398
DC_PB72,0.15164118413198313,0.36934402447713854,0.0868916632618469,0.20549336293998136,0.09645105490775081,0.09017871028129927
NK cells_PB73,0.11270371021850958,0.17031564114865796,0.08429863981117262,0.30330449369340845,0.2627637575356136,0.0666137575926377
T cells_PB74,0.11494071001445132,0.03115011190328214,0.1253400505692344,0.3166751557986472,0.05464491432627247,0.3572490573881125
Monocytes_PB75,0.040571896206209906,0.07139971018063616,0.11686181305121211,0.6889890859934478,0.08217749456849413,0.0
NK cells_PB76,0.0,0.11742700769754465,0.08900707261809232,0.28940019982148163,0.5041657198628814,0.0
Monocytes_PB77,0.0011833847540648225,0.19746485198146807,0.11072210175602637,0.6056890579973736,0.08494060351106726,0.0
T cells_PB78,0.07032886923834582,0.06200729148333446,0.10142455259495704,0.5786378990370274,0.18760138764633527,0.0
B cells_PB79,0.3299687551821755,0.11372893067003083,0.0810856474526535,0.40740416659078943,0.06781250010435078,0.0
B cells_PB80,0.1865118879970417,0.12612242263726384,0.09823566980960242,0.3271090140320563,0.014148288690823472,0.2478727168332124
Monocytes_PB81,0.0,0.08635540835407901,0.24943200150997713,0.6019390490847811,0.06227354105116263,0.0
Monocytes_PB82,0.06180934349500678,0.04453234194864333,0.10078901965755549,0.7093996930908222,0.04664545239023809,0.03682414941773397
T cells_PB83,0.37059393772173804,0.0,0.14035103726867684,0.3657854958079199,0.12326952920166508,0.0
DC_PB84,0.08773578548944855,0.2395096897145433,0.05886522629215666,0.5298563054487262,0.04546270203572384,0.03857029101940146
DC_PB85,0.0324599086284914,0.6734306999520385,0.04980160164446981,0.08972537880853602,0.08323252109287416,0.07134988987359009
NK cells_PB86,0.0820151395809574,0.1505186596314394,0.10214033948745871,0.33852310380500295,0.3268027574951415,0.0
