"","NK cells","T cells","Monocytes","B cells"
"Monocytes_PB168",0.0102642232312904,0.69219992994893,0.25807781780598,0.0394580290137997
"Monocytes_PB169",0.00242579799877377,0.747644766628916,0.126996113973237,0.122933321399073
"B cells_PB170",0.00762153466125264,0.268014504428232,0.218728089152799,0.505635871757716
"Monocytes_PB171",0.0027230910431882,0.406486701164915,0.586619247928816,0.00417095986308095
"Monocytes_PB172",0.00294471587003143,0.81542835763216,0.103996615010385,0.0776303114874228
"B cells_PB173",0.0124332510936765,0.256764167120217,0.228018762820831,0.502783818965275
"NK cells_PB174",0.22117750915092,0.49463643580813,0.271226472225614,0.0129595828153364
"NK cells_PB175",0.451860795787908,0.372257969030592,0.167712397214144,0.00816883796735618
"Monocytes_PB176",0.0679349721840914,0.668615925711269,0.211171889657577,0.052277212447063
"Monocytes_PB177",0.0160094065006425,0.413696111606736,0.567891288002858,0.00240319388976322
"Monocytes_PB178",0.00633252898543187,0.591328096328597,0.383979815465205,0.0183595592207664
"NK cells_PB179",0.683752330500679,0.166619165278149,0.147006399161618,0.0026221050595545
"Monocytes_PB180",0.00164276729420163,0.724239234026877,0.191285089398213,0.0828329092807089
"T cells_PB181",0.0655524900713205,0.354491792809192,0.479535909840775,0.100419807278713
"NK cells_PB182",0.124080178671158,0.541257169036952,0.263029287607868,0.0716333646840219
"NK cells_PB183",0.639698995521446,0.23978965699991,0.117933695274057,0.00257765220458782
"B cells_PB184",0.0250619748040017,0.147976675008579,0.106530195017552,0.720431155169867
"T cells_PB185",0.0557083349999684,0.318633661144337,0.527541058562964,0.0981169452927298
"Monocytes_PB186",0.01751386261988,0.420822178112612,0.556802327073263,0.00486163219424591
"B cells_PB187",0.00177187974151061,0.18034434908044,0.138078386379224,0.679805384798825
"T cells_PB188",0.0168127240281096,0.574361099690711,0.341263957981488,0.0675622182996916
"B cells_PB189",0.0179887265805143,0.279681296550931,0.221772748408949,0.480557228459606
"NK cells_PB190",0.215810654645778,0.493333759707328,0.273378754221229,0.0174768314256663
"B cells_PB191",0.022252490196524,0.588015651675019,0.272489069183541,0.117242788944916
"T cells_PB192",0.00467356239561573,0.787192984761402,0.16608941178899,0.0420440410539922
"B cells_PB193",0.00276569427844198,0.116232294860506,0.121369472839237,0.759632538021815
"Monocytes_PB194",0,0.419798777983732,0.560653246704814,0.0195479753114539
"B cells_PB195",0.0270219244062009,0.437542481485571,0.214301543265008,0.321134050843221
"B cells_PB196",2.5087912057021e-06,0.433712928454731,0.227000067730521,0.339284495023542
"B cells_PB197",0.0120913441181067,0.219967122321419,0.162955187648153,0.604986345912321
"B cells_PB198",0,0.146447962326899,0.121539221844285,0.732012815828816
"NK cells_PB199",0.619980363069522,0.223894400311688,0.15254660590891,0.00357863070987995
"B cells_PB200",0,0.220233902437077,0.139193991053157,0.640572106509766
"T cells_PB201",0.0257894767746066,0.625471091578313,0.273506262503441,0.0752331691436392
"Monocytes_PB202",0.0354781276931381,0.693508071678375,0.158212911219021,0.112800889409466
"NK cells_PB203",0.154282106677703,0.514261458758467,0.30224901348018,0.0292074210836501
"T cells_PB204",0.017669473273983,0.794515820693642,0.174761891067867,0.0130528149645086
"B cells_PB205",0,0.268699526365078,0.205807411424165,0.525493062210757
"B cells_PB206",0.0341786040782635,0.600229289224402,0.315203849588973,0.0503882571083622
"T cells_PB207",0.0754198173125818,0.211684557230843,0.603875214538891,0.109020410917684
"T cells_PB208",0.0101666725069463,0.647467289240313,0.302378335992872,0.0399877022598693
"Monocytes_PB209",0.0367002286529893,0.752064343157563,0.103793493020029,0.107441935169419
"Monocytes_PB210",0,0.713226203981508,0.190625559234789,0.0961482367837028
"T cells_PB211",0.0140607583365878,0.578122931365092,0.359304980342313,0.0485113299560074
"NK cells_PB212",0.485005305981016,0.342642828579359,0.172351865439625,0
"Monocytes_PB213",0.0232964610608402,0.390189202984449,0.562225865190447,0.0242884707642637
"B cells_PB214",0.0089352426077611,0.501388332974726,0.27758923431353,0.212087190103983
"Monocytes_PB215",0.0208293827330974,0.360800143532274,0.616947071305688,0.00142340242893993
"T cells_PB216",0.0358964689966171,0.339120086207018,0.479438440430055,0.145545004366311
"NK cells_PB217",0.269535763524991,0.46545389474396,0.240454182099502,0.0245561596315477
"B cells_PB218",0,0.202220099296135,0.180078058573844,0.617701842130021
"T cells_PB219",0.0125524362353836,0.609594146940644,0.315536461343487,0.0623169554804847
"Monocytes_PB220",0.00172745417037697,0.322814613496057,0.675457932333566,0
"B cells_PB221",0.0324974581594583,0.201355723938862,0.173688657362838,0.592458160538841
"B cells_PB222",0.00647817314042688,0.265138922852547,0.228017855327703,0.500365048679323
"B cells_PB223",0,0.564971271864663,0.301658623106268,0.133370105029068
"Monocytes_PB224",0.00208888820227347,0.595348746128578,0.358227455406421,0.0443349102627271
"T cells_PB225",0.0282143221791938,0.373666626014072,0.478108478460609,0.120010573346125
"B cells_PB226",0.0217101835880229,0.448764763027427,0.313534795061511,0.215990258323039
"NK cells_PB227",0.700489774343078,0.195086639476774,0.102808492194255,0.00161509398589351
"Monocytes_PB228",0.0135013806606963,0.56288352294464,0.373668024896825,0.049947071497838
"T cells_PB229",0.0045027794253653,0.823500451861102,0.171996768713532,0
"B cells_PB230",0.015200859930604,0.247993218122678,0.168312574123143,0.568493347823575
"T cells_PB231",0,0.736856370755094,0.189529347518127,0.0736142817267785
"T cells_PB232",0.0233222677216666,0.521093659540991,0.393112645000709,0.0624714277366342
"Monocytes_PB233",0.0108517267704867,0.514464500463523,0.474683772765991,0
"B cells_PB234",0.0155728876260626,0.302584407971812,0.210220253234721,0.471622451167405
"B cells_PB235",0.023465028457919,0.489281639481889,0.281087641966865,0.206165690093327
"T cells_PB236",0.00262349974421227,0.710990696842827,0.270712567034349,0.0156732363786122
"Monocytes_PB237",0.00380315309988926,0.646074531013967,0.303052058298772,0.0470702575873713
"Monocytes_PB238",0.0339220592118218,0.74577060313812,0.127163220358336,0.0931441172917219
"NK cells_PB239",0.450171472758281,0.324762050465914,0.202858082323054,0.0222083944527507
"T cells_PB240",0.0486334821469301,0.289030602711025,0.558279569985561,0.104056345156483
"Monocytes_PB241",0.0207519729740789,0.200164974705247,0.779083052320674,0
"NK cells_PB242",0.7504008580346,0.123129963370677,0.126469178594723,0
"T cells_PB243",0.0073015646925378,0.784655445722661,0.168304717238851,0.0397382723459499
"T cells_PB244",0.0107748686442872,0.456159212636816,0.432608928564812,0.100456990154085
"Monocytes_PB245",0.00657261718074399,0.758439806896167,0.0972777393023285,0.137709836620761
"T cells_PB246",0.000796692502057028,0.835339294041121,0.126342399102903,0.0375216143539185
"B cells_PB247",0.00928229502850242,0.393625323668547,0.207608645039799,0.389483736263151
"B cells_PB248",0,0.0961132509132681,0.0948071726581577,0.809079576428574
"NK cells_PB249",0.674979352315981,0.227014372958764,0.0892573241191256,0.00874895060612866
"T cells_PB250",0.002314908718206,0.762581825225398,0.189509102300391,0.0455941637560046
