"","NK cells","T cells","Monocytes","B cells"
"NK cells_PB118",0.127126713286435,0.482144495800369,0.189185608418305,0.20154318249489
"B cells_PB119",-8.74270503165496e-20,0.16041619071709,0.0164255306321291,0.823158278650781
"NK cells_PB120",0.357992502494498,0.42230691633641,0.105835635042535,0.113864946126556
"NK cells_PB121",0.584144342144498,0.318551563232615,0.0686177791922918,0.0286863154305954
"NK cells_PB122",0.612371537067015,0.313591351602448,0.0437239933229022,0.030313118007635
"NK cells_PB123",0.253546314623405,0.480999607282262,0.180581641666204,0.0848724364281278
"B cells_PB124",5.16690585564178e-07,0.499695703792686,0.238682548631893,0.261621230884836
"B cells_PB125",8.73310870604432e-07,0.428706244948128,0.168188354361309,0.403104527379692
"T cells_PB126",2.20164850284672e-06,0.584183838848947,0.227066717871256,0.188747241631294
"B cells_PB127",4.45026295584122e-20,0.177087533475351,0.039362560007379,0.78354990651727
"B cells_PB128",-3.25789796760467e-19,0.144490979254764,0.0183103262266304,0.837198694518606
"T cells_PB129",0.0384974870911289,0.230018022919519,0.46782069787249,0.263663792116862
"B cells_PB130",0.00343107496229808,0.28911913206747,0.0811571431312229,0.626292649839009
"B cells_PB131",8.27099106861246e-10,0.375245291060391,0.110778171903881,0.513976536208629
"Monocytes_PB132",1.60053438279921e-05,0.634203145472287,0.166166049801919,0.199614799381967
"B cells_PB133",7.01778086493435e-07,0.546316734613796,0.220707589962685,0.232974973645432
"NK cells_PB134",0.217412988713249,0.403280170970994,0.115640129796774,0.263666710518983
"Monocytes_PB135",1.1034412343381e-06,0.252129717731796,0.710270666919666,0.0375985119073039
"Monocytes_PB136",9.74041300498891e-06,0.6092081984681,0.219782629796109,0.170999431322786
"Monocytes_PB137",2.6245456591591e-06,0.54363296132926,0.332317805188104,0.124046608936976
"B cells_PB138",1.19358870320814e-21,0.212260329122853,0.0386478962596599,0.749091774617487
"T cells_PB139",7.77265069499384e-06,0.477507390036494,0.251525585435483,0.270959251877328
"Monocytes_PB140",3.05159821407206e-07,0.24917661757675,0.712726559331178,0.0380965179322497
"B cells_PB141",-2.00240114740038e-19,0.0973445025682609,0.0243063633218944,0.878349134109845
"NK cells_PB142",0.182307342161929,0.46466514495512,0.177410511247374,0.175617001635576
"NK cells_PB143",0.349061185670661,0.461454712912356,0.1104445019052,0.079039599511783
