"","NK cells","T cells","Monocytes","B cells"
"Monocytes_PB130",0.0939658783343691,0,0.829550123866926,0.0764839977987047
"Monocytes_PB131",0.123095111754121,0,0.807344650287217,0.0695602379586619
"T cells_PB132",0.185285401327044,0,0.710177499172296,0.10453709950066
"Monocytes_PB133",0.268453083476113,0.00640821310474424,0.499857049537437,0.225281653881706
"NK cells_PB134",0.420878894203433,0,0.408075192658274,0.171045913138293
"NK cells_PB135",0.918351094920052,0.00297676118379704,0.0577360130805951,0.0209361308155557
"B cells_PB136",0.149279144648434,0,0.339867737935124,0.510853117416442
"B cells_PB137",0.106557731345189,0,0.378359935837748,0.515082332817062
"Monocytes_PB138",0.0777368618677672,0,0.919759484083962,0.00250365404827029
"T cells_PB139",0.188820347753865,0,0.675812434148541,0.135367218097594
"Monocytes_PB140",0.0413078621809786,0,0.95828095570597,0.000411182113051581
"B cells_PB141",0.0464592721877358,0,0.0824110352987919,0.871129692513472
"Monocytes_PB142",0.199879065245061,0.0523416501577545,0.587827850289239,0.159951434307945
"Monocytes_PB143",0.119994169486998,0,0.807131420640986,0.0728744098720163
"T cells_PB144",0.207286758714922,0,0.610562139129567,0.182151102155512
"NK cells_PB145",0.417311804758093,0,0.405638839848149,0.177049355393758
"Monocytes_PB146",0.317757689960472,0,0.343378104055945,0.338864205983583
"NK cells_PB147",0.673185932671124,0,0.249437881013477,0.0773761863153992
"NK cells_PB148",0.578363865235715,0,0.34782617279229,0.0738099619719952
"B cells_PB149",0.267300543189502,0.09966429403628,0.421431652285143,0.211603510489075
"B cells_PB150",0.157508640145772,0,0.385305723179442,0.457185636674786
"Monocytes_PB151",0.0578396887054458,0,0.942160311294554,0
"B cells_PB152",0.184286683707416,0,0.412206345297161,0.403506970995423
"Monocytes_PB153",0.338733100795513,0.0705010859381961,0.461593861579135,0.129171951687156
"NK cells_PB154",0.588349237854919,0,0.261693731336854,0.149957030808227
"Monocytes_PB155",0.0296238016695518,0,0.970376198330448,0
"T cells_PB156",0.20842464070616,0,0.70766719437762,0.0839081649162207
"T cells_PB157",0.257303922074308,0.132295171904501,0.499443160765304,0.110957745255887
"NK cells_PB158",0.790117673133049,0,0.173366327366389,0.0365159995005619
"NK cells_PB159",0.42600315571587,0.000750155949112312,0.438783122034683,0.134463566300335
"B cells_PB160",0.137860164679649,0,0.17234539194673,0.689794443373622
"NK cells_PB161",0.47395301581101,0,0.308633006838271,0.217413977350719
"Monocytes_PB162",0.0876262765193992,0,0.895846846068807,0.0165268774117937
"Monocytes_PB163",0.0828959472144833,0,0.893601921292058,0.0235021314934588
"NK cells_PB164",0.609780971482955,0,0.292250364102117,0.0979686644149279
"Monocytes_PB165",0.26811745589006,0.125246799623757,0.425264192774422,0.181371551711761
"NK cells_PB166",0.829029219216118,0,0.163619562278604,0.00735121850527739
"NK cells_PB167",0.432739925300186,0,0.454044887672871,0.113215187026943
"Monocytes_PB168",0.235577561171064,0,0.571369080944076,0.19305335788486
"B cells_PB169",0.232736912681738,0.161211444047655,0.365393073743503,0.240658569527105
"B cells_PB170",0.148066005721072,0,0.242002061541769,0.609931932737159
"T cells_PB171",0.234694757035958,0.12713204220865,0.518670094424806,0.119503106330586
"NK cells_PB172",0.234523439051778,0.118639045228237,0.453282757156285,0.193554758563701
"B cells_PB173",0.128444753954303,0,0.294906506745461,0.576648739300237
"NK cells_PB174",0.350044644387023,0,0.514940182151909,0.135015173461067
"Monocytes_PB175",0.0896092642840881,0,0.891009795336279,0.0193809403796334
"B cells_PB176",0.241882319650823,0,0.373068764711934,0.385048915637242
"B cells_PB177",0.0924985578488595,0,0.3128573408002,0.594644101350941
"NK cells_PB178",0.491266259667363,0.0014544026498312,0.341703317313396,0.16557602036941
"Monocytes_PB179",0.0429645520251553,0,0.957035447974845,0
"T cells_PB180",0.240205607064062,0,0.695201489012502,0.0645929039234361
"Monocytes_PB181",0.136163683641921,0,0.755642994850517,0.108193321507562
"NK cells_PB182",0.278096473432212,0.0828070973174358,0.497861222180852,0.1412352070695
"NK cells_PB183",0.911031959403531,0,0.0765554535698393,0.0124125870266296
"B cells_PB184",0.0882444909411004,0,0.0772913737859182,0.834464135272981
"NK cells_PB185",0.359945549699657,0.0351060637233876,0.508661848490209,0.0962865380867459
"Monocytes_PB186",0.0945695153447074,0,0.898370941022228,0.00705954363306413
"Monocytes_PB187",0.0635126249918547,0,0.936487375008145,0
