,Model,Correlation,RMSE
0,nnls,0.520643862220938,0.18155368027383192
1,nnls_mod,-0.0486505207682441,0.45912384494817954
2,simplex,0.015254894137372039,0.24299381347630528
3,ridge_simplex,0.015074183571940052,0.24298058380537876
4,dwls_simplex,-0.4058047174417172,0.24160397922587654
5,ridge,0.5206552934980274,0.1815587799690995
6,elasticnet,0.5206701165771601,0.18155780108981623
7,nusvr,-0.0486505207682441,0.45912384494817954
